Hole_Id,Depth_From,Depth_To,Bond_Work,Abression,Rodmill_In,Drop_Weigh,RQD,AxB,X,Y,Z,Depth_max
KRED230,37.60,51.50,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,51.50,85.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,85.00,88.00,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED230,88.00,114.50,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED230,114.50,148.80,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,148.80,161.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,161.00,177.30,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,177.30,184.20,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,184.20,187.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,187.00,191.80,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,191.80,194.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,194.00,197.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,197.00,202.80,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,202.80,207.00,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED230,207.00,218.00,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,218.00,256.70,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,256.70,261.00,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED230,261.00,262.50,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED230,262.50,268.30,14.30,0.78,18.90,11.30,70.00,41.10,530035.86,8714458.18,1330.97,272.00
KRED230,268.30,272.00,7.00,0.00,12.00,0.02,36.33,29.10,530035.86,8714458.18,1330.97,272.00
KRED231,0.00,20.50,0.00,0.00,0.00,0.00,0.00,0.00,530311.50,8714519.12,1329.07,120.50
KRED231,20.50,40.50,19.60,0.02,4.00,6.10,16.00,0.24,530311.50,8714519.12,1329.07,120.50
KRED231,40.50,43.50,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,43.50,51.10,15.30,0.03,8.90,6.70,61.00,0.71,530311.50,8714519.12,1329.07,120.50
KRED231,51.10,53.70,15.30,0.03,8.90,6.70,61.00,0.71,530311.50,8714519.12,1329.07,120.50
KRED231,53.70,55.00,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,55.00,56.30,12.80,0.15,14.20,12.80,41.68,11.70,530311.50,8714519.12,1329.07,120.50
KRED231,56.30,57.70,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,57.70,69.70,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,69.70,75.90,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,75.90,92.50,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,92.50,96.00,12.00,0.02,13.80,16.00,54.74,0.32,530311.50,8714519.12,1329.07,120.50
KRED231,96.00,104.00,10.30,0.32,13.70,21.00,45.00,0.67,530311.50,8714519.12,1329.07,120.50
KRED231,104.00,120.50,10.30,0.32,13.70,21.00,45.00,0.67,530311.50,8714519.12,1329.07,120.50
KRED232,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,530189.55,8714716.55,1329.46,181.50
KRED232,8.00,15.50,14.30,0.78,18.90,11.30,70.00,41.10,530189.55,8714716.55,1329.46,181.50
KRED232,15.50,68.70,14.30,0.78,18.90,11.30,70.00,41.10,530189.55,8714716.55,1329.46,181.50
KRED232,68.70,78.00,7.00,0.00,12.00,0.02,36.33,29.10,530189.55,8714716.55,1329.46,181.50
KRED232,78.00,113.00,7.00,0.00,12.00,0.02,36.33,29.10,530189.55,8714716.55,1329.46,181.50
KRED232,113.00,129.50,7.00,0.00,12.00,0.02,36.33,29.10,530189.55,8714716.55,1329.46,181.50
KRED232,129.50,181.50,7.00,0.00,12.00,0.02,36.33,29.10,530189.55,8714716.55,1329.46,181.50
KRED233,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,530123.95,8714382.81,1330.65,132.00
KRED233,6.00,11.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.95,8714382.81,1330.65,132.00
KRED233,11.00,45.50,10.30,0.32,13.70,21.00,45.00,0.67,530123.95,8714382.81,1330.65,132.00
KRED233,45.50,48.80,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,48.80,65.40,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,65.40,70.50,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,70.50,80.80,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,80.80,81.50,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,81.50,83.40,12.80,0.15,14.20,12.80,41.68,11.70,530123.95,8714382.81,1330.65,132.00
KRED233,83.40,87.00,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,87.00,89.10,15.30,0.03,8.90,6.70,61.00,0.71,530123.95,8714382.81,1330.65,132.00
KRED233,89.10,94.50,15.30,0.03,8.90,6.70,61.00,0.71,530123.95,8714382.81,1330.65,132.00
KRED233,94.50,99.00,12.00,0.02,13.80,16.00,54.74,0.32,530123.95,8714382.81,1330.65,132.00
KRED233,99.00,106.80,19.60,0.02,4.00,6.10,16.00,0.24,530123.95,8714382.81,1330.65,132.00
KRED233,106.80,123.50,14.30,0.78,18.90,11.30,70.00,41.10,530123.95,8714382.81,1330.65,132.00
KRED233,123.50,128.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.95,8714382.81,1330.65,132.00
KRED233,128.00,132.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.95,8714382.81,1330.65,132.00
KRED234,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,530312.57,8714418.31,1330.00,114.50
KRED234,6.50,20.00,14.30,0.78,18.90,11.30,70.00,41.10,530312.57,8714418.31,1330.00,114.50
KRED234,20.00,23.20,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,23.20,30.80,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,30.80,48.80,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,48.80,51.50,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,51.50,54.50,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,54.50,57.50,14.30,0.78,18.90,11.30,70.00,41.10,530312.57,8714418.31,1330.00,114.50
KRED234,57.50,69.50,19.60,0.02,4.00,6.10,16.00,0.24,530312.57,8714418.31,1330.00,114.50
KRED234,69.50,90.50,19.60,0.02,4.00,6.10,16.00,0.24,530312.57,8714418.31,1330.00,114.50
KRED234,90.50,92.50,19.60,0.02,4.00,6.10,16.00,0.24,530312.57,8714418.31,1330.00,114.50
KRED234,92.50,94.00,14.30,0.78,18.90,11.30,70.00,41.10,530312.57,8714418.31,1330.00,114.50
KRED234,94.00,96.50,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,96.50,98.00,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,98.00,99.70,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,99.70,100.00,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,100.00,102.80,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,102.80,103.70,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,103.70,107.60,7.00,0.00,12.00,0.02,36.33,29.10,530312.57,8714418.31,1330.00,114.50
KRED234,107.60,113.50,14.30,0.78,18.90,11.30,70.00,41.10,530312.57,8714418.31,1330.00,114.50
KRED234,113.50,114.50,14.30,0.78,18.90,11.30,70.00,41.10,530312.57,8714418.31,1330.00,114.50
KRED235,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,529916.48,8714420.29,1331.72,255.00
KRED235,10.50,136.50,19.60,0.02,4.00,6.10,16.00,0.24,529916.48,8714420.29,1331.72,255.00
KRED235,136.50,139.50,14.30,0.78,18.90,11.30,70.00,41.10,529916.48,8714420.29,1331.72,255.00
KRED235,139.50,168.00,7.00,0.00,12.00,0.02,36.33,29.10,529916.48,8714420.29,1331.72,255.00
KRED235,168.00,171.30,14.30,0.78,18.90,11.30,70.00,41.10,529916.48,8714420.29,1331.72,255.00
KRED235,171.30,194.00,14.30,0.78,18.90,11.30,70.00,41.10,529916.48,8714420.29,1331.72,255.00
KRED235,194.00,254.00,14.30,0.78,18.90,11.30,70.00,41.10,529916.48,8714420.29,1331.72,255.00
KRED235,254.00,255.00,7.00,0.00,12.00,0.02,36.33,29.10,529916.48,8714420.29,1331.72,255.00
KRED237,0.00,15.30,0.00,0.00,0.00,0.00,0.00,0.00,530123.01,8714517.58,1330.00,150.00
KRED237,15.30,49.50,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,49.50,55.80,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,55.80,70.90,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,70.90,74.90,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,74.90,76.50,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,76.50,91.50,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,91.50,96.00,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,96.00,97.80,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,97.80,105.70,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,105.70,121.50,14.30,0.78,18.90,11.30,70.00,41.10,530123.01,8714517.58,1330.00,150.00
KRED237,121.50,125.40,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,125.40,133.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,133.00,137.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,137.00,140.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,140.00,148.40,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED237,148.40,150.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.01,8714517.58,1330.00,150.00
KRED238,0.00,18.30,0.00,0.00,0.00,0.00,0.00,0.00,530123.00,8714615.98,1330.07,178.00
KRED238,18.30,24.50,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,24.50,30.50,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,30.50,33.50,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,33.50,35.40,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,35.40,44.50,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,44.50,51.60,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,51.60,68.00,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,68.00,68.80,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,68.80,69.60,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,69.60,72.70,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,72.70,77.70,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,77.70,80.00,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,80.00,82.80,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,82.80,97.80,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,97.80,101.40,14.30,0.25,16.90,11.30,69.00,20.00,530123.00,8714615.98,1330.07,178.00
KRED238,101.40,126.60,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,126.60,128.50,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,128.50,131.30,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,131.30,145.30,7.00,0.00,12.00,0.02,36.33,29.10,530123.00,8714615.98,1330.07,178.00
KRED238,145.30,152.00,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,152.00,158.40,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,158.40,171.40,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,171.40,173.00,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED238,173.00,178.00,14.30,0.78,18.90,11.30,70.00,41.10,530123.00,8714615.98,1330.07,178.00
KRED239,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,529885.98,8714318.84,1332.00,224.00
KRED239,8.00,19.80,19.60,0.02,4.00,6.10,16.00,0.24,529885.98,8714318.84,1332.00,224.00
KRED239,19.80,111.00,19.60,0.02,4.00,6.10,16.00,0.24,529885.98,8714318.84,1332.00,224.00
KRED239,111.00,126.00,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED239,126.00,163.20,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED239,163.20,174.00,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED239,174.00,200.70,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED239,200.70,221.00,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED239,221.00,224.00,14.30,0.78,18.90,11.30,70.00,41.10,529885.98,8714318.84,1332.00,224.00
KRED240,0.00,10.90,0.00,0.00,0.00,0.00,0.00,0.00,530065.22,8714516.36,1330.76,224.00
KRED240,10.90,41.90,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,41.90,46.50,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,46.50,55.90,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,55.90,57.40,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,57.40,70.00,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,70.00,76.10,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,76.10,81.40,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,81.40,83.80,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,83.80,87.20,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,87.20,91.50,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,91.50,140.50,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,140.50,158.00,7.00,0.00,12.00,0.02,36.33,29.10,530065.22,8714516.36,1330.76,224.00
KRED240,158.00,160.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,160.00,175.70,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,175.70,197.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,197.00,203.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,203.00,212.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,212.00,223.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED240,223.00,224.00,14.30,0.78,18.90,11.30,70.00,41.10,530065.22,8714516.36,1330.76,224.00
KRED241,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,529962.56,8714125.11,1331.70,103.50
KRED241,13.50,44.70,7.00,0.00,12.00,0.02,36.33,29.10,529962.56,8714125.11,1331.70,103.50
KRED241,44.70,58.80,7.00,0.00,12.00,0.02,36.33,29.10,529962.56,8714125.11,1331.70,103.50
KRED241,58.80,78.50,14.30,0.78,18.90,11.30,70.00,41.10,529962.56,8714125.11,1331.70,103.50
KRED241,78.50,81.00,14.30,0.78,18.90,11.30,70.00,41.10,529962.56,8714125.11,1331.70,103.50
KRED241,81.00,90.00,14.30,0.78,18.90,11.30,70.00,41.10,529962.56,8714125.11,1331.70,103.50
KRED241,90.00,103.50,7.00,0.00,12.00,0.02,36.33,29.10,529962.56,8714125.11,1331.70,103.50
KRED249,0.00,21.10,0.00,0.00,0.00,0.00,0.00,0.00,530374.96,8714519.08,1329.43,118.50
KRED249,21.10,25.70,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,25.70,31.70,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,31.70,38.00,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,38.00,45.50,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,45.50,58.90,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,58.90,66.00,12.00,0.02,13.80,16.00,54.74,0.32,530374.96,8714519.08,1329.43,118.50
KRED249,66.00,73.00,10.30,0.32,13.70,21.00,45.00,0.67,530374.96,8714519.08,1329.43,118.50
KRED249,73.00,78.00,10.30,0.32,13.70,21.00,45.00,0.67,530374.96,8714519.08,1329.43,118.50
KRED249,78.00,81.80,10.30,0.32,13.70,21.00,45.00,0.67,530374.96,8714519.08,1329.43,118.50
KRED249,81.80,90.00,14.30,0.78,18.90,11.30,70.00,41.10,530374.96,8714519.08,1329.43,118.50
KRED249,90.00,94.50,14.30,0.78,18.90,11.30,70.00,41.10,530374.96,8714519.08,1329.43,118.50
KRED249,94.50,105.00,7.00,0.00,12.00,0.02,36.33,29.10,530374.96,8714519.08,1329.43,118.50
KRED249,105.00,107.00,7.00,0.00,12.00,0.02,36.33,29.10,530374.96,8714519.08,1329.43,118.50
KRED249,107.00,118.50,14.30,0.78,18.90,11.30,70.00,41.10,530374.96,8714519.08,1329.43,118.50
KRED250,0.00,9.60,0.00,0.00,0.00,0.00,0.00,0.00,530127.24,8714413.86,1330.59,159.50
KRED250,9.60,23.90,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,23.90,63.50,10.30,0.32,13.70,21.00,45.00,0.67,530127.24,8714413.86,1330.59,159.50
KRED250,63.50,67.60,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,67.60,87.00,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,87.00,92.70,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,92.70,94.60,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,94.60,95.10,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,95.10,95.90,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,95.90,103.30,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,103.30,107.20,12.80,0.15,14.20,12.80,41.68,11.70,530127.24,8714413.86,1330.59,159.50
KRED250,107.20,114.80,12.00,0.02,13.80,16.00,54.74,0.32,530127.24,8714413.86,1330.59,159.50
KRED250,114.80,118.00,15.30,0.03,8.90,6.70,61.00,0.71,530127.24,8714413.86,1330.59,159.50
KRED250,118.00,127.00,14.30,0.78,18.90,11.30,70.00,41.10,530127.24,8714413.86,1330.59,159.50
KRED250,127.00,131.00,14.30,0.78,18.90,11.30,70.00,41.10,530127.24,8714413.86,1330.59,159.50
KRED250,131.00,134.00,14.30,0.78,18.90,11.30,70.00,41.10,530127.24,8714413.86,1330.59,159.50
KRED250,134.00,135.00,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,135.00,136.50,14.30,0.78,18.90,11.30,70.00,41.10,530127.24,8714413.86,1330.59,159.50
KRED250,136.50,139.00,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,139.00,140.50,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,140.50,145.70,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,145.70,150.20,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,150.20,150.80,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED250,150.80,159.50,7.00,0.00,12.00,0.02,36.33,29.10,530127.24,8714413.86,1330.59,159.50
KRED251A,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00,529986.83,8714495.48,1331.13,155.00
KRED251A,12.30,29.20,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,29.20,33.80,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,33.80,37.30,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,37.30,47.50,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,47.50,48.00,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,48.00,52.50,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,52.50,60.40,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,60.40,62.50,7.00,0.00,12.00,0.02,36.33,29.10,529986.83,8714495.48,1331.13,155.00
KRED251A,62.50,69.50,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,69.50,85.70,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,85.70,88.00,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,88.00,90.10,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,90.10,95.60,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,95.60,125.00,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,125.00,138.50,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,138.50,147.20,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,147.20,151.00,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED251A,151.00,155.00,14.30,0.78,18.90,11.30,70.00,41.10,529986.83,8714495.48,1331.13,155.00
KRED252,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,529863.84,8714463.86,1332.34,287.00
KRED252,12.00,38.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,38.00,54.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,54.00,66.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,66.00,71.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,71.00,80.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,80.00,98.00,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,98.00,104.30,13.30,0.75,17.90,10.30,72.00,40.00,529863.84,8714463.86,1332.34,287.00
KRED252,104.30,136.80,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,136.80,179.30,19.60,0.02,4.00,6.10,16.00,0.24,529863.84,8714463.86,1332.34,287.00
KRED252,179.30,198.50,14.30,0.78,18.90,11.30,70.00,41.10,529863.84,8714463.86,1332.34,287.00
KRED252,198.50,281.80,14.30,0.78,18.90,11.30,70.00,41.10,529863.84,8714463.86,1332.34,287.00
KRED252,281.80,287.50,7.00,0.00,12.00,0.02,36.33,29.10,529863.84,8714463.86,1332.34,287.00
KRED301A,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,530014.31,8714405.39,1331.08,181.50
KRED301A,7.50,12.50,7.00,0.00,12.00,0.02,36.33,29.10,530014.31,8714405.39,1331.08,181.50
KRED301A,12.50,18.40,7.00,0.00,12.00,0.02,36.33,29.10,530014.31,8714405.39,1331.08,181.50
KRED301A,18.40,21.00,7.00,0.00,12.00,0.02,36.33,29.10,530014.31,8714405.39,1331.08,181.50
KRED301A,21.00,29.70,7.00,0.00,12.00,0.02,36.33,29.10,530014.31,8714405.39,1331.08,181.50
KRED301A,29.70,33.00,7.00,0.00,12.00,0.02,36.33,29.10,530014.31,8714405.39,1331.08,181.50
KRED301A,33.00,36.20,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
